scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr
Invesco India Corporate Bond Fund,100,1000,0.28,2065.0,10,Vikas Garg,0.0,0.07,0.02,-0.04,2,Invesco Mutual Fund,3,Debt,Corporate Bond Mutual Funds,3.7,6.4,6.9
Tata Short Term Bond Fund,150,10000,0.37,2271.0,10,Murthy Nagarajan,0.0,0.06,0.02,-0.01,2,Tata Mutual Fund,3,Debt,Short Duration Funds,4.7,6.6,5.8
HSBC Gilt Fund,500,5000,0.48,231.0,10,Jalpan Shah,0.0,0.09,0.02,0.0,3,HSBC Mutual Fund,3,Debt,Gilt Mutual Funds,5.0,5.4,7.1
Franklin India Corporate Debt Fund,500,10000,0.21,748.0,10,Santosh Kamath,0.0,0.06,0.02,-0.01,2,Franklin Templeton Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.4,6.3,7.0
Canara Robeco Income Fund,1000,5000,0.75,125.0,10,Avnish Jain,0.0,0.14,0.04,-0.02,3,Canara Robeco Mutual Fund,3,Debt,Medium to Long Duration Funds,3.9,5.8,7.0
Tata Income Fund,150,5000,1.14,52.0,10,Akhil Mittal,-0.01,0.16,0.02,-0.05,3,Tata Mutual Fund,3,Debt,Medium to Long Duration Funds,1.7,32.4,13.3
SBI Short Term Debt Fund,500,5000,0.35,13289.0,10,Rajeev Radhakrishnan,0.0,0.06,0.02,0.0,2,SBI Mutual Fund,3,Debt,Short Duration Funds,4.6,6.4,6.8
Aditya Birla SL Active Debt Multi-Mgr FoF-Dir Growth,100,100,0.27,10.0,10,Kaustubh Gupta,0.0,0.06,0.01,-0.03,3,Aditya Birla Sun Life Mutual Fund,3,Other,FoFs Domestic,4.0,6.5,6.9
Canara Robeco Gilt Fund,1000,5000,0.54,80.0,10,Kunal Jain,0.0,0.13,0.03,-0.01,3,Canara Robeco Mutual Fund,3,Debt,Gilt Mutual Funds,4.3,5.1,7.0
Quantum Dynamic Bond Fund,500,500,0.61,85.0,8,Pankaj Pathak,0.0,0.12,0.02,0.02,3,Quantum Mutual Fund,3,Debt,Dynamic Bond,5.4,5.9,6.9
Kotak Corporate Bond Fund,1000,5000,0.32,8880.0,10,Deepak Agrawal,0.0,0.07,0.02,0.0,2,Kotak Mahindra Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.5,6.4,7.1
Canara Robeco Corporate Bond Fund,1000,5000,0.39,191.0,9,Avnish Jain,0.0,0.07,0.01,-0.02,2,Canara Robeco Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.0,6.0,6.7
HSBC Dynamic Bond Fund,500,5000,0.29,200.0,10,Shriram Ramanathan,0.0,0.07,0.01,0.0,3,HSBC Mutual Fund,3,Debt,Dynamic Bond,4.7,5.4,6.8
Mirae Asset Short Term Fund,1000,5000,0.31,406.0,5,Basant Bafna,0.0,0.06,0.02,0.01,2,Mirae Asset Mutual Fund,3,Debt,Short Duration Funds,4.5,6.1,6.7
LIC MF Banking & PSU Debt Fund,1000,5000,0.28,1190.0,10,Marzban Irani,0.0,0.05,0.02,-0.03,2,LIC Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.2,5.7,6.8
Kotak Low Duration Fund,1000,5000,0.43,7420.0,10,Deepak Agrawal,0.0,0.04,0.01,0.1,3,Kotak Mahindra Mutual Fund,3,Debt,Low Duration Funds,5.4,6.2,6.9
Navi Regular Savings Fund,500,10,0.39,26.0,10,Surbhi Sharma,0.0,0.21,0.19,0.0,4,Navi Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,4.4,8.4,6.5
Canara Robeco Short Duration Fund,1000,5000,0.47,520.0,10,Suman Prasad,0.0,0.06,0.01,-0.02,2,Canara Robeco Mutual Fund,3,Debt,Short Duration Funds,4.1,5.9,6.5
Canara Robeco Dynamic Bond Fund,1000,5000,0.66,116.0,10,Kunal Jain,0.0,0.12,0.03,0.0,3,Canara Robeco Mutual Fund,3,Debt,Dynamic Bond,4.7,5.3,6.6
Baroda BNP Paribas Short Duration Fund,500,5000,0.37,235.0,10,Prashant Pimple,0.0,0.07,0.02,-0.02,3,Baroda BNP Paribas Mutual Fund,3,Debt,Short Duration Funds,4.2,5.7,6.7
UTI-Floater Fund,500,500,0.35,1637.0,4,Sudhir Agrawal,0.0,0.03,0.01,0.1,2,UTI Mutual Fund,3,Debt,Floater Mutual Funds,5.1,5.9,
Indiabulls Dynamic Bond Fund,500,500,0.36,25.0,4,Karan Singh,0.0,0.07,0.01,-0.02,3,Indiabulls Mutual Fund,3,Debt,Dynamic Bond,4.2,5.2,
Baroda BNP Paribas Low Duration Fund,300,5000,0.39,175.0,10,Mayank Prakash,0.0,0.04,0.01,0.06,3,Baroda BNP Paribas Mutual Fund,3,Debt,Low Duration Funds,5.0,6.0,6.5
IDBI Dynamic Bond Fund,500,5000,0.42,16.0,10,Raju Sharma,-0.01,0.16,0.02,-0.04,2,IDBI Mutual Fund,3,Debt,Dynamic Bond,1.7,32.4,13.3
DSP Credit Risk Fund,500,500,0.38,210.0,10,Laukik Bagwe,0.03,0.42,0.01,0.06,4,DSP Mutual Fund,3,Debt,Credit Risk Funds,10.8,6.6,4.5
SBI Magnum Low Duration Fund,500,5000,0.4,7717.0,10,Rajeev Radhakrishnan,0.0,0.03,0.01,0.11,3,SBI Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,6.4
HDFC Income Fund,100,100,0.51,528.0,10,Shobhit Mehrotra,0.0,0.16,0.04,-0.02,3,HDFC Mutual Fund,3,Debt,Medium to Long Duration Funds,3.8,5.2,6.1
Mahindra Manulife Low Duration Fund,500,1000,0.37,395.0,6,Rahul Pal,0.0,0.03,0.01,0.11,3,Mahindra Manulife Mutual Fund,3,Debt,Low Duration Funds,5.2,5.5,6.4
HDFC Money Market Fund,100,100,0.21,15176.0,10,Vikas Agrawal,0.0,0.02,0.0,0.21,3,HDFC Mutual Fund,3,Debt,Money Market Funds,5.6,5.6,6.3
SBI Savings Fund,500,500,0.23,19441.0,10,R Arun,0.0,0.03,0.01,0.17,3,SBI Mutual Fund,3,Debt,Money Market Funds,5.5,5.3,6.2
Franklin India Savings Fund,500,10000,0.1,1084.0,10,Umesh Sharma,0.0,0.03,0.01,0.14,2,Franklin Templeton Mutual Fund,3,Debt,Money Market Funds,5.3,5.2,6.1
ICICI Pru Money Market Fund,100,500,0.21,11475.0,10,Rahul Goswami,0.0,0.02,0.0,0.2,3,ICICI Prudential Mutual Fund,3,Debt,Money Market Funds,5.5,5.4,6.1
Kotak Savings Fund,1000,5000,0.37,12325.0,10,Deepak Agrawal,0.0,0.03,0.0,0.17,3,Kotak Mahindra Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.2,6.2
Kotak Money Market Fund,0,5000,0.26,14248.0,10,Deepak Agrawal,0.0,0.02,0.0,0.22,3,Kotak Mahindra Mutual Fund,3,Debt,Money Market Funds,5.6,5.1,6.1
Invesco India Ultra Short Term Fund,1000,1000,0.24,818.0,10,Krishna Cheemalapati,0.0,0.02,0.0,0.18,2,Invesco Mutual Fund,3,Debt,Ultra Short Duration Funds,5.4,5.1,6.0
IDBI Ultra Short Term Fund,500,5000,0.25,198.0,10,Raju Sharma,0.0,0.02,0.0,0.21,2,IDBI Mutual Fund,3,Debt,Ultra Short Duration Funds,5.4,5.1,5.9
L&T Ultra Short Term Fund,1000,10000,0.23,1504.0,10,Jalpan Shah,0.0,0.03,0.0,0.02,2,L&T Mutual Fund,3,Debt,Ultra Short Duration Funds,1.7,32.4,13.3
Mirae Asset Savings Fund,1000,5000,0.37,606.0,10,Kruti Chheta,0.0,0.03,0.01,0.12,2,Mirae Asset Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,5.9
DSP Ultra Short Fund,500,500,0.3,2736.0,10,Kedar Karnik,0.0,0.02,0.0,0.2,2,DSP Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,4.9,5.5
Baroda BNP Paribas Ultra Short Duration Fund,500,5000,0.22,560.0,5,Vikram Pamnani,0.01,0.03,0.01,0.2,2,Baroda BNP Paribas Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,5.1,
HSBC Low Duration Fund,500,5000,0.25,467.0,10,Shriram Ramanathan,0.0,0.03,0.01,0.09,2,HSBC Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,5.8
Baroda BNP Paribas Arbitrage Fund,300,5000,0.49,354.0,6,Neeraj Saxena,0.0,0.07,-0.02,0.03,1,Baroda BNP Paribas Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.2,4.6,5.6
Aditya Birla SL Arbitrage Fund,1000,1000,0.36,4288.0,10,Lovelish Solanki,0.0,0.06,-0.01,0.07,1,Aditya Birla Sun Life Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.6,4.8,5.5
UTI-Arbitrage Fund,500,5000,0.34,3532.0,10,Rajeev Gupta,0.0,0.06,-0.02,0.06,1,UTI Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.4,4.7,5.5
Sundaram Money Market Fund,1000,1000,0.22,64.0,5,Sandeep Agarwal,0.0,0.04,0.0,0.11,1,Sundaram Mutual Fund,3,Debt,Money Market Funds,5.4,4.7,
ICICI Pru Equity – Arbitrage Fund,1000,5000,0.39,11272.0,10,Kayzad Eghlim,0.0,0.06,-0.01,0.07,1,ICICI Prudential Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.6,4.8,5.5
DSP Arbitrage Fund,500,500,0.35,1238.0,5,Kedar Karnik,0.0,0.07,-0.02,0.06,1,DSP Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.6,4.6,5.4
Union Arbitrage Fund,500,1000,0.44,72.0,4,Vishal Thakker,0.0,0.07,-0.01,0.03,1,Union Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.0,4.4,
Sundaram Ultra Short Duration Fund,2000,1000,0.17,1412.0,10,Sandeep Agarwal,0.01,0.02,0.0,0.26,3,Sundaram Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,4.7,4.5
DSP Bond Fund,500,500,0.39,333.0,10,Vivek Ramakrishnan,0.0,0.12,0.03,-0.03,3,DSP Mutual Fund,3,Debt,Medium Duration Funds,3.8,6.1,4.9
LIC MF Savings Fund,1000,5000,0.27,707.0,10,Rahul Singh,0.0,0.03,0.0,0.08,2,LIC Mutual Fund,3,Debt,Low Duration Funds,5.0,5.9,5.6
Franklin India Liquid Fund,500,10000,0.13,1511.0,10,Pallab Roy,0.0,0.01,0.0,0.31,2,Franklin Templeton Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.4
HSBC Credit Risk Fund,500,5000,0.85,130.0,10,Shriram Ramanathan,0.0,0.06,0.01,0.02,4,HSBC Mutual Fund,3,Debt,Credit Risk Funds,4.8,5.7,5.1
PGIM India Liquid Fund,1000,100,0.17,809.0,10,Puneet Pal,0.0,0.01,0.0,0.33,2,PGIM India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4
Nippon India Liquid Fund,100,1000,0.2,25358.0,10,Anju Chhajer,0.0,0.01,0.0,0.3,2,Nippon India Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.4
LIC MF Liquid Fund,1000,5000,0.16,5996.0,10,Rahul Singh,0.0,0.01,0.0,0.31,3,LIC Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3
Tata Liquid Fund,150,5000,0.21,18212.0,10,Amit Somani,0.0,0.01,0.0,0.3,2,Tata Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3
Mirae Asset Cash Management Fund,1000,5000,0.17,5983.0,10,Abhishek Iyer,0.0,0.01,0.0,0.33,2,Mirae Asset Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3
HSBC Liquid Fund,500,5000,0.12,12043.0,10,Kapil Punjabi,0.0,0.01,0.0,0.32,2,HSBC Mutual Fund,3,Debt,Liquid Mutual Funds,5.7,4.3,5.3
DSP Liquidity Fund,500,500,0.15,13582.0,10,Kedar Karnik,0.0,0.01,0.0,0.32,3,DSP Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3
SBI Liquid Fund,500,500,0.18,57052.0,10,R Arun,0.0,0.01,0.0,0.3,2,SBI Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3
Invesco India Liquid Fund,500,1000,0.15,6434.0,10,Krishna Cheemalapati,0.0,0.01,0.0,0.31,2,Invesco Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3
Tata Treasury Advantage Fund,150,5000,0.3,2602.0,10,Akhil Mittal,0.0,0.03,0.01,0.07,2,Tata Mutual Fund,3,Debt,Low Duration Funds,5.0,5.6,5.2
PGIM India Short Duration Fund,1000,5000,0.5,29.0,10,Puneet Pal,0.0,0.06,0.01,0.01,2,PGIM India Mutual Fund,3,Debt,Short Duration Funds,4.5,6.3,4.6
Baroda BNP Paribas Overnight Fund,500,5000,0.08,423.0,4,Vikram Pamnani,0.0,0.01,0.0,0.3,1,Baroda BNP Paribas Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,
UTI-Overnight Fund,500,500,0.07,5600.0,10,Amit Sharma,0.0,0.01,0.0,0.3,1,UTI Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,4.6
Aditya Birla SL Overnight Fund,0,5000,0.07,13399.0,4,Kaustubh Gupta,0.0,0.01,0.0,0.3,1,Aditya Birla Sun Life Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,
Tata Overnight Fund,1000,5000,0.09,3236.0,4,Amit Somani,0.0,0.01,0.0,0.3,1,Tata Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,
L&T Overnight Fund,1000,10000,0.1,1443.0,10,Mahesh A Chhabria,0.0,0.01,0.0,0.03,1,L&T Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,4.7
Kotak Overnight Fund,0,5000,0.07,8999.0,4,Deepak Agrawal,0.0,0.01,0.0,0.31,1,Kotak Mahindra Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,
ICICI Pru Overnight Fund,500,100,0.1,12837.0,4,Rahul Goswami,0.0,0.01,0.0,0.3,1,ICICI Prudential Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,
Union Overnight Fund,2000,5000,0.08,158.0,4,Devesh Thacker,0.0,0.01,0.0,0.3,1,Union Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,
IDBI Credit Risk Fund,500,5000,0.61,22.0,9,Raju Sharma,0.0,0.1,0.03,0.0,4,IDBI Mutual Fund,3,Debt,Credit Risk Funds,4.3,11.3,3.7
Shriram Balanced Advantage Fund,1000,5000,0.6,48.0,4,Deepak Ramaraju,0.0,0.54,0.48,0.01,6,Shriram Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.9,13.9,
Kotak Focused Equity Fund,1000,5000,0.51,2447.0,4,Shibani Kurian,0.0,0.9,0.86,0.01,6,Kotak Mahindra Mutual Fund,3,Equity,Focused Funds,0.5,26.6,
Baroda BNP Paribas Equity Savings Fund,500,5000,1.45,250.0,4,Pratish Krishnan,0.0,0.35,0.34,0.01,4,Baroda BNP Paribas Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.7,9.8,
Motilal Oswal Nifty 500 Index Fund,500,500,0.4,372.0,4,Swapnil Mayekar,-0.01,0.96,0.94,0.0,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,-1.2,26.7,
Motilal Oswal Nifty Midcap 150 Index Fund,500,500,0.22,644.0,4,Swapnil Mayekar,0.01,1.04,0.83,0.02,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,4.8,33.7,
Tata Banking & PSU Debt Fund,150,5000,0.23,262.0,3,Amit Somani,0.0,0.08,0.01,-0.02,2,Tata Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.0,6.9,
AXIS Nifty 100 Index Fund,1000,500,0.15,953.0,3,Ashish Naik,-0.01,0.96,0.97,0.0,6,Axis Mutual Fund,3,Other,Index Funds,-1.7,25.1,
Motilal Oswal Large and Midcap Fund,500,500,0.73,1415.0,3,Aditya Khemani,0.02,0.98,0.87,0.03,6,Motilal Oswal Mutual Fund,3,Equity,Large & Mid Cap Funds,10.7,28.9,
Union Large & Midcap Fund,500,1000,1.2,396.0,3,Sanjay Bembalkar,0.0,0.86,0.8,0.01,6,Union Mutual Fund,3,Equity,Large & Mid Cap Funds,0.7,27.6,
Tata Focused Equity Fund,150,5000,0.46,1212.0,3,Meeta Shetty,0.0,0.94,0.92,0.01,6,Tata Mutual Fund,3,Equity,Focused Funds,0.4,28.4,
BHARAT Bond FOF – April 2023 – Direct Growth,500,1000,0.06,4206.0,3,Dhawal Dalal,0.0,0.09,0.01,0.04,2,Edelweiss Mutual Fund,3,Other,FoFs Domestic,4.8,7.2,
Invesco India Overnight Fund,100,1000,0.09,337.0,3,Krishna Cheemalapati,0.0,0.01,0.0,0.3,1,Invesco Mutual Fund,3,Debt,Overnight Mutual Funds,5.3,3.8,
HSBC Ultra Short Duration Fund,500,5000,0.22,2279.0,3,Mahesh A Chhabria,0.0,0.02,0.0,0.19,2,HSBC Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,5.1,
Mirae Asset Banking and PSU Debt Fund,1000,5000,0.34,89.0,3,Basant Bafna,0.0,0.08,0.02,-0.03,2,Mirae Asset Mutual Fund,3,Debt,Banking and PSU Mutual Funds,3.7,,
Mirae Asset Ultra Short Duration Fund,1000,5000,0.29,284.0,2,Basant Bafna,0.0,0.02,0.0,0.23,2,Mirae Asset Mutual Fund,3,Debt,Ultra Short Duration Funds,5.5,,
SBI Floating Rate Debt Fund,500,5000,0.26,1604.0,2,Rajeev Radhakrishnan,0.0,0.06,0.01,0.05,2,SBI Mutual Fund,3,Debt,Floater Mutual Funds,5.0,,
Mahindra Manulife Short Duration Fund,500,1000,0.29,43.0,2,Rahul Pal,0.0,0.08,0.02,0.0,3,Mahindra Manulife Mutual Fund,3,Debt,Short Duration Funds,4.4,,
Mirae Asset Corporate Bond Fund,1000,5000,0.46,57.0,2,Mahendra Jajoo,0.0,0.08,0.02,-0.03,2,Mirae Asset Mutual Fund,3,Debt,Corporate Bond Mutual Funds,3.7,,
Mirae Asset Money Market Fund,1000,5000,0.25,59.0,2,Basant Bafna,0.0,0.02,0.0,0.23,2,Mirae Asset Mutual Fund,3,Debt,Money Market Funds,5.3,,
Union Money Market Fund,2000,5000,0.24,144.0,2,Parijat Agrawal,0.0,0.02,0.0,0.25,2,Union Mutual Fund,3,Debt,Money Market Funds,5.4,,
DSP Small Cap Fund,500,500,0.9,8953.0,10,Vinit Sambre,0.01,0.91,0.63,0.02,6,DSP Mutual Fund,2,Equity,Small Cap Mutual Funds,0.7,38.9,12.5
Sundaram Small Cap Fund,250,100,1.01,1962.0,10,Ravi Gopalakrishnan,0.0,0.92,0.73,0.02,6,Sundaram Mutual Fund,2,Equity,Small Cap Mutual Funds,1.6,44.9,9.3
HSBC Small Cap Equity Fund,500,5000,1.09,300.0,10,Ankur Arora,-0.03,1.26,0.84,-0.03,6,HSBC Mutual Fund,2,Equity,Small Cap Mutual Funds,-0.5,45.3,8.4
Baroda BNP Paribas Multi Cap Fund,500,5000,1.1,1628.0,10,Sanjay Chawla,-0.01,0.9,0.84,0.01,6,Baroda BNP Paribas Mutual Fund,2,Equity,Multi Cap Funds,-1.7,28.8,12.3
Franklin India Smaller Companies Fund,500,5000,1.03,7308.0,10,R Janakiraman,0.03,0.93,0.71,0.05,6,Franklin Templeton Mutual Fund,2,Equity,Small Cap Mutual Funds,10.5,38.8,11.2
Bank of India Large & Mid Cap Equity Fund,1000,5000,1.89,204.0,10,Nitin Gosar,0.0,0.95,0.85,0.01,6,Bank of India Mutual Fund,2,Equity,Large & Mid Cap Funds,2.7,25.6,9.5
DSP Midcap Fund,500,500,0.77,13213.0,10,Vinit Sambre,-0.02,0.9,0.72,-0.01,6,DSP Mutual Fund,2,Equity,Mid Cap Mutual Funds,-3.9,21.1,9.5
Nippon India Gold Savings Fund,100,100,0.19,1447.0,10,Mehul Dama,0.01,0.71,0.04,0.02,5,Nippon India Mutual Fund,2,Other,FoFs Domestic,14.2,11.7,13.1
Sundaram Infrastructure Advantage Fund,100,100,1.87,594.0,10,Ashish Aggarwal,0.01,0.92,0.8,0.02,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,32.5,9.1
HSBC Large & Mid Cap Fund,500,5000,1.08,1992.0,4,Neelotpal Sahai,-0.01,0.98,0.92,0.0,6,HSBC Mutual Fund,2,Equity,Large & Mid Cap Funds,-0.6,25.6,
Aditya Birla SL Gold Fund,100,100,0.15,278.0,10,Lovelish Solanki,0.02,0.8,0.08,0.02,5,Aditya Birla Sun Life Mutual Fund,2,Other,FoFs Domestic,11.8,12.1,13.2
JM Value Fund,500,5000,1.87,163.0,10,Gurvinder Singh Wasan,0.02,0.95,0.89,0.03,6,JM Financial Mutual Fund,2,Equity,Value Funds,7.7,28.9,12.4
AXIS Triple Advantage Fund,1000,500,0.72,1478.0,10,R Sivakumar,-0.03,0.72,0.69,-0.03,6,Axis Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,-5.1,18.1,10.4
UTI-Core Equity Fund,500,5000,1.68,1506.0,10,V Srivatsa,0.01,0.89,0.82,0.02,6,UTI Mutual Fund,2,Equity,Large & Mid Cap Funds,4.1,30.7,10.2
Tata India Consumer Fund,150,5000,0.91,1346.0,7,Sonam Udasi,0.01,0.96,0.74,0.02,6,Tata Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,2.8,23.0,10.6
HSBC Midcap Fund,500,5000,0.74,6980.0,10,Vihang Naik,0.0,0.86,0.68,0.01,6,HSBC Mutual Fund,2,Equity,Mid Cap Mutual Funds,2.3,26.1,8.8
Tata Flexi Cap Fund,150,5000,0.77,2096.0,5,Sonam Udasi,-0.01,0.89,0.83,0.0,6,Tata Mutual Fund,2,Equity,Flexi Cap Funds,-2.5,21.3,
Aditya Birla SL Infrastructure Fund,1000,1000,1.7,562.0,10,Mahesh Patil,0.03,1.03,0.81,0.04,6,Aditya Birla Sun Life Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,13.5,35.6,9.2
AXIS Focused 25 Fund,500,500,0.74,15139.0,10,Jinesh Gopani,-0.07,1.01,0.93,-0.06,6,Axis Mutual Fund,2,Equity,Focused Funds,-14.7,14.8,8.9
AXIS Children’s Gift Fund,1000,5000,1.06,685.0,7,Ashish Naik,-0.04,0.69,0.67,-0.04,6,Axis Mutual Fund,2,Solution Oriented,Childrens Funds,-6.7,17.5,9.9
LIC MF Large Cap Fund,1000,5000,1.39,648.0,10,Yogesh Patil,-0.03,0.94,0.94,-0.02,6,LIC Mutual Fund,2,Equity,Large Cap Mutual Funds,-3.2,19.7,10.9
HSBC Tax Saver Equity Fund,500,5000,1.3,175.0,10,Gautam Bhupal,-0.02,1.0,0.98,-0.01,6,HSBC Mutual Fund,2,Equity,ELSS Mutual Funds,-2.2,24.7,8.9
HSBC Flexi Cap Fund,500,5000,1.23,3097.0,10,Vihang Naik,-0.01,1.0,0.96,0.0,6,HSBC Mutual Fund,2,Equity,Flexi Cap Funds,-1.2,26.4,9.2
IDBI Long Term Value Fund,500,5000,1.67,92.0,5,Alok Ranjan,-0.01,0.98,0.95,0.0,6,IDBI Mutual Fund,2,Equity,Value Funds,-0.1,25.4,
UTI-Nifty Next 50 Index Fund,0,5000,0.33,1926.0,5,Sharwan Kumar Goyal,-0.05,1.13,0.91,-0.03,6,UTI Mutual Fund,2,Other,Index Funds,-6.4,22.2,
Nippon India Nifty Next 50 Junior BeES FoF-Dir Growth,100,100,0.02,148.0,4,Mehul Dama,-0.05,1.09,0.84,-0.03,6,Nippon India Mutual Fund,2,Other,FoFs Domestic,-5.8,21.8,
HSBC Infrastructure Fund,500,5000,1.14,1476.0,10,Venugopal Manghat,0.02,1.01,0.81,0.03,6,HSBC Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,11.3,33.6,9.3
Tata Equity P/E Fund,150,5000,0.91,5119.0,10,Sonam Udasi,0.02,0.9,0.85,0.03,6,Tata Mutual Fund,2,Equity,Value Funds,6.6,27.8,10.0
Tata Large Cap Fund,150,5000,1.24,1365.0,10,Amey Sathe,0.0,0.89,0.88,0.01,6,Tata Mutual Fund,2,Equity,Large Cap Mutual Funds,1.8,25.7,11.3
AXIS Equity Hybrid Fund,1000,500,0.89,1699.0,5,Ashish Naik,-0.03,0.72,0.7,-0.03,6,Axis Mutual Fund,2,Hybrid,Aggressive Hybrid Mutual Funds,-4.9,17.4,
Franklin India Equity Advantage Fund,500,5000,1.37,2556.0,10,R Janakiraman,-0.01,0.96,0.88,0.0,6,Franklin Templeton Mutual Fund,2,Equity,Large & Mid Cap Funds,-0.9,27.7,9.2
Sundaram Nifty 100 Equal Weight Fund,500,100,0.46,52.0,10,Rohit Seksaria,-0.03,0.96,0.86,-0.02,6,Sundaram Mutual Fund,2,Other,Index Funds,-3.1,26.2,8.2
Indiabulls Value Fund,500,500,0.5,9.71,8,Sumit Bhatnagar,-0.01,0.89,0.82,0.0,6,Indiabulls Mutual Fund,2,Equity,Value Funds,-0.2,25.6,6.3
Nippon India Index Fund,0,100,0.2,638.0,10,Mehul Dama,0.0,0.96,0.98,0.01,6,Nippon India Mutual Fund,2,Other,Index Funds,0.9,26.0,11.9
Union Largecap Fund,1000,1000,1.8,230.0,6,Hardick Bora,-0.01,0.91,0.92,0.0,6,Union Mutual Fund,2,Equity,Large Cap Mutual Funds,0.1,24.3,9.9
DSP Nifty Next 50 Index Fund,500,500,0.32,227.0,4,Anil Ghelani,-0.05,1.13,0.91,-0.03,6,DSP Mutual Fund,2,Other,Index Funds,-6.3,21.8,
Sundaram Mid Cap Fund,100,100,1.04,7048.0,10,S Bharath,0.01,0.98,0.81,0.02,6,Sundaram Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.3,27.4,8.2
LIC MF Tax Plan – Direct Growth,500,500,1.47,401.0,10,Amit Nadekar,-0.02,0.91,0.86,-0.01,6,LIC Mutual Fund,2,Equity,ELSS Mutual Funds,-1.9,20.5,9.9
Franklin India Prima Fund,500,5000,1.06,7359.0,10,R Janakiraman,0.01,0.98,0.82,0.02,6,Franklin Templeton Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.5,26.6,10.0
AXIS Long Term Equity Fund,500,500,0.85,28754.0,10,Jinesh Gopani,-0.05,1.02,0.93,-0.04,6,Axis Mutual Fund,2,Equity,ELSS Mutual Funds,-11.1,15.7,9.4
Navi Large Cap Equity Fund,500,1000,0.31,91.0,10,Aditya Mulki,-0.01,1.07,0.96,-0.01,6,Navi Mutual Fund,2,Equity,Large Cap Mutual Funds,0.2,32.6,12.4
Tata Retirement Savings Fund,150,5000,0.67,1259.0,10,Murthy Nagarajan,-0.01,0.87,0.82,0.0,6,Tata Mutual Fund,2,Solution Oriented,Retirement Funds,-0.7,33.7,11.3
IDBI Equity Advantage Fund,500,500,1.21,455.0,10,Alok Ranjan,0.0,0.98,0.94,0.01,6,IDBI Mutual Fund,2,Equity,ELSS Mutual Funds,-0.7,33.7,11.3
HDFC Capital Builder Value Fund,100,100,1.04,5227.0,10,Gopal Agrawal,0.0,0.9,0.87,0.01,6,HDFC Mutual Fund,2,Equity,Value Funds,-0.7,33.7,11.3
